filename,title,release_year,genres
23437.jpg,A Nightmare on Elm Street,2010,"[27, 9648, 53]"
22971.jpg,Dear John,2010,"[18, 10749, 10752]"
39691.jpg,Cats & Dogs: The Revenge of Kitty Galore,2010,"[10751, 12, 35, 14, 28]"
23023.jpg,Tooth Fairy,2010,"[35, 10751, 14]"
44603.jpg,Hereafter,2010,"[18, 14]"
38408.jpg,Life As We Know It,2010,"[35, 10749, 18]"
51533.jpg,Let the Bullets Fly,2010,"[28, 35]"
43347.jpg,Love & Other Drugs,2010,"[18, 35, 10749]"
44560.jpg,Aftershock,2010,[18]
37821.jpg,Killers,2010,"[28, 35, 53, 10749]"
23483.jpg,Kick-Ass,2010,"[28, 80]"
22972.jpg,Green Zone,2010,"[10752, 28, 12, 18, 53]"
52077.jpg,Nothing to Declare,2010,[35]
35019.jpg,Nanny McPhee and the Big Bang,2010,"[35, 14, 10751]"
32823.jpg,Get Him to the Greek,2010,"[12, 35, 10402]"
42297.jpg,Burlesque,2010,"[18, 10749]"
35690.jpg,The Last Song,2010,"[18, 10751, 10749]"
38778.jpg,Dinner for Schmucks,2010,[35]
38579.jpg,Marmaduke,2010,"[10751, 35]"
43593.jpg,Piranha 3D,2010,"[35, 27]"
37056.jpg,Letters to Juliet,2010,"[35, 18, 10749]"
12201.jpg,Edge of Darkness,2010,"[80, 18, 9648, 53]"
40264.jpg,Vampires Suck,2010,"[35, 14]"
22907.jpg,Takers,2010,"[28, 80, 18, 53]"
12445.jpg,Harry Potter and the Deathly Hallows: Part 2,2011,"[14, 12]"
38356.jpg,Transformers: Dark of the Moon,2011,"[28, 878, 12]"
1865.jpg,Pirates of the Caribbean: On Stranger Tides,2011,"[12, 28, 14]"
50619.jpg,The Twilight Saga: Breaking Dawn - Part 1,2011,"[12, 14, 10749]"
56292.jpg,Mission: Impossible - Ghost Protocol,2011,"[28, 53, 12]"
49444.jpg,Kung Fu Panda 2,2011,"[16, 10751, 35]"
51497.jpg,Fast Five,2011,"[28, 53, 80]"
45243.jpg,The Hangover Part II,2011,[35]
41513.jpg,The Smurfs,2011,"[16, 10751, 12, 35, 14]"
49013.jpg,Cars 2,2011,"[16, 10751, 12, 35]"
417859.jpg,Puss in Boots,2011,"[16, 10751, 14, 12, 35, 28]"
46195.jpg,Rio,2011,"[16, 12, 35, 10751]"
61791.jpg,Rise of the Planet of the Apes,2011,"[53, 28, 18, 878]"
10195.jpg,Thor,2011,"[12, 14, 28]"
77338.jpg,The Intouchables,2011,"[18, 35]"
17578.jpg,The Adventures of Tintin,2011,"[12, 16, 9648]"
1771.jpg,Captain America: The First Avenger,2011,"[28, 12, 878]"
49538.jpg,X-Men: First Class,2011,"[28, 878, 12]"
55301.jpg,Alvin and the Chipmunks: Chipwrecked,2011,"[35, 14, 10751, 10402, 16]"
58574.jpg,Sherlock Holmes: A Game of Shadows,2011,"[12, 28, 80, 9648]"
39254.jpg,Real Steel,2011,"[28, 878, 18]"
55721.jpg,Bridesmaids,2011,"[35, 10749]"
37686.jpg,Super 8,2011,"[53, 878, 9648]"
44896.jpg,Rango,2011,"[16, 35, 10751, 37, 12]"
65754.jpg,The Girl with the Dragon Tattoo,2011,"[53, 80, 9648]"
40805.jpg,The Green Hornet,2011,"[28, 80, 35]"
37958.jpg,Immortals,2011,"[14, 28, 18]"
44912.jpg,Green Lantern,2011,"[12, 28, 53, 878]"
50014.jpg,The Help,2011,[18]
52449.jpg,Bad Teacher,2011,[35]
50546.jpg,Just Go with It,2011,"[35, 10749]"
44943.jpg,Battle: Los Angeles,2011,"[878, 28]"
51540.jpg,Horrible Bosses,2011,"[35, 80]"
72571.jpg,Paranormal Activity 3,2011,"[27, 9648]"
45772.jpg,Gnomeo & Juliet,2011,"[16, 10751]"
58224.jpg,Mr. Popper's Penguins,2011,"[35, 10751]"
44826.jpg,Hugo,2011,"[12, 18, 10751]"
50359.jpg,Hop,2011,"[16, 35, 10751]"
57212.jpg,War Horse,2011,"[10752, 36, 12]"
65057.jpg,The Descendants,2011,"[35, 18]"
49849.jpg,Cowboys & Aliens,2011,"[28, 878, 53, 37]"
49530.jpg,In Time,2011,"[28, 53, 878]"
38317.jpg,Zookeeper,2011,"[35, 10749, 10751]"
64328.jpg,The Muppets,2011,"[10751, 35]"
51876.jpg,Limitless,2011,"[53, 9648, 878]"
58233.jpg,Johnny English Reborn,2011,"[80, 28, 35]"
61202.jpg,Zindagi Na Milegi Dobara,2011,"[18, 35, 10749]"
55779.jpg,Final Destination 5,2011,"[27, 9648]"
59108.jpg,Tower Heist,2011,"[28, 35]"
51052.jpg,Arthur Christmas,2011,"[18, 16, 10751, 35]"
59436.jpg,Midnight in Paris,2011,"[14, 35, 10749]"
65759.jpg,Happy Feet Two,2011,"[16, 35, 10751]"
46529.jpg,I Am Number Four,2011,"[28, 53, 878, 12]"
71880.jpg,Jack and Jill,2011,"[35, 10751]"
50544.jpg,Friends with Benefits,2011,"[10749, 35]"
41630.jpg,No Strings Attached,2011,"[35, 10749]"
45612.jpg,Source Code,2011,"[53, 878, 9648]"
50646.jpg,"Crazy, Stupid, Love.",2011,"[35, 18, 10749]"
62838.jpg,New Year's Eve,2011,"[35, 10749]"
39538.jpg,Contagion,2011,"[18, 53, 878]"
74643.jpg,The Artist,2011,"[18, 35, 10749]"
71676.jpg,Ghost Rider: Spirit of Vengeance,2011,"[28, 14, 53]"
52451.jpg,The Three Musketeers,2011,"[12, 28, 53]"
48138.jpg,Unknown,2011,"[28, 9648, 53]"
38050.jpg,The Adjustment Bureau,2011,"[878, 53, 10749]"
74465.jpg,We Bought a Zoo,2011,"[18, 35, 10751]"
55787.jpg,Water for Elephants,2011,"[18, 10749]"
71688.jpg,The Iron Lady,2011,"[36, 18]"
60308.jpg,Moneyball,2011,[18]
48340.jpg,Sanctum,2011,"[28, 53]"
49018.jpg,Insidious,2011,"[27, 53]"
54518.jpg,Justin Bieber: Never Say Never,2011,"[10402, 99, 10751]"
39513.jpg,Paul,2011,"[12, 35, 878]"
41446.jpg,Scream 4,2011,"[27, 9648]"
48171.jpg,The Rite,2011,"[18, 53, 27]"
62837.jpg,Dolphin Tale,2011,"[18, 10751]"
76758.jpg,The Flowers of War,2011,"[18, 36, 10752]"
23047.jpg,Season of the Witch,2011,"[12, 14, 28]"
23629.jpg,Sucker Punch,2011,"[28, 14, 53]"
49730.jpg,Red Riding Hood,2011,"[53, 18, 14, 9648, 27]"
109445.jpg,Frozen,2013,"[16, 10751, 12, 14]"
68721.jpg,Iron Man 3,2013,"[28, 12, 878]"
93456.jpg,Despicable Me 2,2013,"[16, 35, 10751]"
57158.jpg,The Hobbit: The Desolation of Smaug,2013,"[14, 12, 28]"
101299.jpg,The Hunger Games: Catching Fire,2013,"[12, 28, 878]"
82992.jpg,Fast & Furious 6,2013,"[28, 53, 80]"
62211.jpg,Monsters University,2013,"[16, 10751]"
49047.jpg,Gravity,2013,"[878, 53, 18]"
49521.jpg,Man of Steel,2013,"[28, 12, 878]"
76338.jpg,Thor: The Dark World,2013,"[28, 12, 14]"
49519.jpg,The Croods,2013,"[16, 12, 10751, 14, 35, 28]"
72190.jpg,World War Z,2013,"[28, 27, 878, 53]"
68728.jpg,Oz the Great and Powerful,2013,"[14, 12, 10751]"
54138.jpg,Star Trek Into Darkness,2013,"[28, 12, 878]"
76170.jpg,The Wolverine,2013,"[28, 878, 12]"
68726.jpg,Pacific Rim,2013,"[28, 878, 12]"
106646.jpg,The Wolf of Wall Street,2013,"[80, 18, 35]"
72559.jpg,G.I. Joe: Retaliation,2013,"[28, 878, 12, 53]"
109439.jpg,The Hangover Part III,2013,[35]
75656.jpg,Now You See Me,2013,"[53, 80]"
64682.jpg,The Great Gatsby,2013,"[18, 10749]"
77931.jpg,The Smurfs 2,2013,"[14, 10751, 35, 16]"
138843.jpg,The Conjuring,2013,"[27, 53]"
47964.jpg,A Good Day to Die Hard,2013,"[28, 53]"
75612.jpg,Oblivion,2013,"[28, 878, 12, 9648]"
68724.jpg,Elysium,2013,"[878, 28, 18, 53]"
77950.jpg,Turbo,2013,"[16, 10751]"
138832.jpg,We're the Millers,2013,"[35, 80]"
116711.jpg,Epic,2013,"[16, 12, 10751, 14]"
57201.jpg,The Lone Ranger,2013,"[28, 12, 37]"
168672.jpg,American Hustle,2013,"[18, 80]"
109451.jpg,Cloudy with a Chance of Meatballs 2,2013,"[16, 10751, 35]"
109418.jpg,Grown Ups 2,2013,[35]
82700.jpg,After Earth,2013,"[878, 28, 12]"
60304.jpg,Hansel & Gretel: Witch Hunters,2013,"[14, 27, 28]"
151960.jpg,Planes,2013,"[16, 10751, 12, 35]"
109424.jpg,Captain Phillips,2013,"[28, 18, 53]"
170657.jpg,Journey to the West: Conquering the Demons,2013,"[28, 14, 12, 35]"
117251.jpg,White House Down,2013,"[28, 18, 53]"
168626.jpg,DeAD,2013,"[35, 18, 53]"
76285.jpg,Percy Jackson: Sea of Monsters,2013,"[12, 10751, 14]"
81005.jpg,Jack the Giant Slayer,2013,"[14, 28, 12, 18]"
116745.jpg,The Secret Life of Walter Mitty,2013,"[12, 35, 18, 14]"
76203.jpg,12 Years a Slave,2013,"[18, 36]"
132363.jpg,The Butler,2013,[18]
109431.jpg,Identity Thief,2013,"[35, 80]"
109443.jpg,Anchorman 2: The Legend Continues,2013,[35]
117263.jpg,Olympus Has Fallen,2013,"[28, 53]"
91586.jpg,Insidious: Chapter 2,2013,"[27, 53]"
136795.jpg,The Heat,2013,"[28, 35, 80]"
208134.jpg,Jackass Presents: Bad Grandpa,2013,[35]
64686.jpg,47 Ronin,2013,"[18, 28, 14]"
193756.jpg,Lone Survivor,2013,"[10752, 28, 18]"
146216.jpg,RED 2,2013,"[28, 35, 80, 53]"
132232.jpg,Mama,2013,[27]
107846.jpg,Escape Plan,2013,"[28, 53]"
137093.jpg,Last Vegas,2013,[35]
136400.jpg,2 Guns,2013,"[28, 35, 80]"
77951.jpg,Walking with Dinosaurs,2013,"[16, 10751, 12]"
109414.jpg,This Is the End,2013,"[28, 35]"
80274.jpg,Ender's Game,2013,"[878, 28, 12]"
146233.jpg,Prisoners,2013,"[18, 53, 80]"
149870.jpg,The Wind Rises,2013,"[18, 16, 10749, 10752, 36]"
82654.jpg,Warm Bodies,2013,"[27, 35, 10749]"
191421.jpg,So Young,2013,"[10749, 18]"
140823.jpg,Saving Mr. Banks,2013,"[35, 18, 36]"
175574.jpg,Free Birds,2013,"[16, 35, 10751]"
82682.jpg,Gangster Squad,2013,"[80, 18, 28, 53]"
205220.jpg,Philomena,2013,[18]
160588.jpg,Blue Jasmine,2013,[18]
211954.jpg,Instructions Not Included,2013,"[35, 18]"
109428.jpg,Evil Dead,2013,[27]
217923.jpg,Young Detective Dee: Rise of the Sea Dragon,2013,"[28, 80, 14, 12]"
87421.jpg,Riddick,2013,"[878, 28, 53]"
112949.jpg,Safe Haven,2013,"[10749, 53]"
123553.jpg,The Mortal Instruments: City of Bones,2013,"[14, 28, 9648]"
109410.jpg,42,2013,[18]
219572.jpg,Police Story: Lockdown,2013,"[28, 80, 18]"
158015.jpg,The Purge,2013,"[878, 27, 53]"
44977.jpg,Dhoom 3,2013,"[28, 80]"
91314.jpg,Transformers: Age of Extinction,2014,"[878, 28, 12]"
122917.jpg,The Hobbit: The Battle of the Five Armies,2014,"[28, 12, 14]"
118340.jpg,Guardians of the Galaxy,2014,"[28, 878, 12]"
102651.jpg,Maleficent,2014,"[14, 12, 28, 10751, 10749]"
131631.jpg,The Hunger Games: Mockingjay - Part 1,2014,"[878, 12, 53]"
127585.jpg,X-Men: Days of Future Past,2014,"[28, 12, 878]"
157336.jpg,Interstellar,2014,"[12, 18, 878]"
100402.jpg,Captain America: The Winter Soldier,2014,"[28, 12, 878]"
119450.jpg,Dawn of the Planet of the Apes,2014,"[878, 28, 18, 53]"
102382.jpg,The Amazing Spider-Man 2,2014,"[28, 12, 878]"
177572.jpg,Big Hero 6,2014,"[12, 10751, 16, 28, 35]"
82702.jpg,How to Train Your Dragon 2,2014,"[14, 28, 12, 16, 35, 10751]"
190859.jpg,American Sniper,2014,"[10752, 28]"
124905.jpg,Godzilla,2014,"[28, 18, 878]"
172385.jpg,Rio 2,2014,"[16, 12, 35, 10751]"
98566.jpg,Teenage Mutant Ninja Turtles,2014,"[878, 28, 12, 35]"
137106.jpg,The Lego Movie,2014,"[16, 10751, 12, 35, 14]"
240832.jpg,Lucy,2014,"[28, 878]"
270946.jpg,Penguins of Madagascar,2014,"[10751, 16, 12, 35]"
210577.jpg,Gone Girl,2014,"[9648, 53, 18]"
137113.jpg,Edge of Tomorrow,2014,"[28, 878]"
181533.jpg,Night at the Museum: Secret of the Tomb,2014,"[12, 35, 14, 10751]"
86834.jpg,Noah,2014,"[18, 12]"
198663.jpg,The Maze Runner,2014,"[28, 9648, 878, 53]"
53182.jpg,300: Rise of an Empire,2014,"[28, 18, 10752]"
187017.jpg,22 Jump Street,2014,"[80, 35, 28]"
116149.jpg,Paddington,2014,"[35, 12, 10751]"
260346.jpg,Taken 3,2014,"[53, 28]"
222935.jpg,The Fault in Our Stars,2014,"[10749, 18]"
157350.jpg,Divergent,2014,"[28, 12, 878]"
82703.jpg,Mr. Peabody & Sherman,2014,"[16, 12, 10751]"
195589.jpg,Neighbors,2014,[35]
147441.jpg,Exodus: Gods and Kings,2014,"[12, 18, 28]"
250546.jpg,Annabelle,2014,[27]
184315.jpg,Hercules,2014,"[28, 12]"
97020.jpg,RoboCop,2014,"[878, 28, 80]"
205596.jpg,The Imitation Game,2014,"[36, 18, 53, 10752]"
225574.jpg,Non-Stop,2014,"[28, 53, 9648]"
49017.jpg,Dracula Untold,2014,"[27, 28, 14]"
138103.jpg,The Expendables 3,2014,"[28, 12, 53]"
224141.jpg,Into the Woods,2014,"[14, 35]"
228150.jpg,Fury,2014,"[10752, 18, 28]"
136797.jpg,Need for Speed,2014,"[28, 80, 18, 53]"
193610.jpg,The Other Woman,2014,"[35, 10749]"
156022.jpg,The Equalizer,2014,"[53, 28, 80]"
284298.jpg,Breakup Buddies,2014,"[35, 10749]"
119892.jpg,The Monkey King,2014,"[28, 12, 10751, 14]"
262391.jpg,Serial (Bad) Weddings,2014,[35]
120467.jpg,The Grand Budapest Hotel,2014,"[35, 18]"
100042.jpg,Dumb and Dumber To,2014,[35]
227306.jpg,Unbroken,2014,"[18, 10752]"
216282.jpg,Into the Storm,2014,"[28, 53]"
152760.jpg,The Monuments Men,2014,"[10752, 18, 36, 28]"
168530.jpg,Ride Along,2014,"[28, 35]"
218836.jpg,Planes: Fire & Rescue,2014,"[16, 35, 12, 10751]"
294992.jpg,The Taking of Tiger Mountain,2014,"[53, 10752, 12]"
282631.jpg,The Admiral: Roaring Currents,2014,"[10752, 28, 18, 36]"
196867.jpg,Annie,2014,"[35, 18, 10751]"
193893.jpg,Let's Be Cops,2014,[35]
137094.jpg,Jack Ryan: Shadow Recruit,2014,"[28, 18, 53]"
232672.jpg,Blended,2014,"[35, 10749]"
225886.jpg,Sex Tape,2014,[35]
266856.jpg,The Theory of Everything,2014,"[18, 10749]"
227783.jpg,The Nut Job,2014,"[16, 35, 10751, 12]"
297222.jpg,PK,2014,"[35, 18, 878]"
76649.jpg,Pompeii,2014,"[28, 12, 36, 10749, 18]"
68737.jpg,Seventh Son,2014,"[12, 14]"
238636.jpg,The Purge: Anarchy,2014,"[27, 53]"
423626.jpg,"Where Are We Going, Dad?",2014,"[35, 10751]"
170687.jpg,The Boxtrolls,2014,"[16, 35, 10751, 14]"
227159.jpg,Horrible Bosses 2,2014,[35]
270724.jpg,The Breakup Guru,2014,"[10749, 35]"
313108.jpg,Ode to My Father,2014,[18]
242512.jpg,Ouija,2014,[27]
194662.jpg,Birdman or (The Unexpected Virtue of Ignorance),2014,"[18, 35]"
157353.jpg,Transcendence,2014,"[53, 878, 18, 9648]"
236751.jpg,Heaven Is for Real,2014,[18]
218778.jpg,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"[10751, 35]"
226486.jpg,Tammy,2014,[35]
358651.jpg,Yo-kai Watch: The Movie,2014,"[28, 16, 12, 35, 10751, 14]"
24428.jpg,The Avengers,2012,"[878, 28, 12]"
37724.jpg,Skyfall,2012,"[28, 12, 53]"
49026.jpg,The Dark Knight Rises,2012,"[28, 80, 18, 53]"
49051.jpg,The Hobbit: An Unexpected Journey,2012,"[12, 14, 28]"
57800.jpg,Ice Age: Continental Drift,2012,"[16, 35, 12, 10751]"
50620.jpg,The Twilight Saga: Breaking Dawn - Part 2,2012,"[12, 14, 18, 10749]"
1930.jpg,The Amazing Spider-Man,2012,"[28, 12, 878]"
80321.jpg,Madagascar 3: Europe's Most Wanted,2012,"[16, 10751, 35, 12]"
70160.jpg,The Hunger Games,2012,"[878, 12, 28]"
41154.jpg,Men in Black 3,2012,"[28, 35, 878]"
87827.jpg,Life of Pi,2012,"[12, 18]"
72105.jpg,Ted,2012,"[35, 14]"
62177.jpg,Brave,2012,"[16, 12, 35, 10751, 28, 14]"
82690.jpg,Wreck-It Ralph,2012,"[10751, 16, 35, 12]"
82695.jpg,Les Misérables,2012,"[36, 18]"
68718.jpg,Django Unchained,2012,"[18, 37]"
70981.jpg,Prometheus,2012,"[878, 12, 9648]"
58595.jpg,Snow White and the Huntsman,2012,"[12, 14, 18]"
82675.jpg,Taken 2,2012,"[28, 80, 53]"
76492.jpg,Hotel Transylvania,2012,"[16, 35, 10751, 14]"
72545.jpg,Journey 2: The Mysterious Island,2012,"[12, 28, 878]"
73723.jpg,The Lorax,2012,"[16, 10751]"
76163.jpg,The Expendables 2,2012,"[28, 12, 53]"
81188.jpg,Rise of the Guardians,2012,"[16, 10751, 14]"
44833.jpg,Battleship,2012,"[53, 28, 12, 878]"
57165.jpg,Wrath of the Titans,2012,"[14, 12, 28]"
49529.jpg,John Carter,2012,"[28, 12, 878]"
49040.jpg,The Bourne Legacy,2012,"[28, 53]"
72976.jpg,Lincoln,2012,"[36, 18]"
62213.jpg,Dark Shadows,2012,"[35, 14]"
71679.jpg,Resident Evil: Retribution,2012,"[28, 27, 878]"
82693.jpg,Silver Linings Playbook,2012,"[18, 35, 10749]"
71552.jpg,American Reunion,2012,[35]
68734.jpg,Argo,2012,"[18, 53]"
75780.jpg,Jack Reacher,2012,"[80, 18, 53, 28]"
59961.jpg,Safe House,2012,"[28, 53]"
151743.jpg,Lost in Thailand,2012,"[35, 12, 18]"
64688.jpg,21 Jump Street,2012,"[28, 35, 80]"
64635.jpg,Total Recall,2012,"[28, 878, 53]"
80278.jpg,The Impossible,2012,"[18, 53, 36]"
72570.jpg,The Vow,2012,"[18, 10749]"
62764.jpg,Mirror Mirror,2012,"[12, 35, 10751, 14]"
76493.jpg,The Dictator,2012,[35]
98567.jpg,Chinese Zodiac,2012,"[28, 12]"
77930.jpg,Magic Mike,2012,"[18, 35]"
87502.jpg,Flight,2012,[18]
52520.jpg,Underworld: Awakening,2012,"[14, 28, 27]"
59962.jpg,This Means War,2012,"[28, 35, 10749]"
74534.jpg,The Best Exotic Marigold Hotel,2012,"[18, 35]"
76726.jpg,Chronicle,2012,"[878, 18, 53]"
82990.jpg,Paranormal Activity 4,2012,[27]
85446.jpg,Step Up Revolution,2012,"[10402, 18, 10749]"
97630.jpg,Zero Dark Thirty,2012,"[53, 18]"
83542.jpg,Cloud Atlas,2012,"[18, 878]"
65086.jpg,The Woman in Black,2012,"[18, 27, 53]"
72197.jpg,The Pirates! In an Adventure with Scientists!,2012,"[16, 12, 10751, 35]"
88042.jpg,Parental Guidance,2012,[35]
72331.jpg,Abraham Lincoln: Vampire Hunter,2012,"[28, 14, 27]"
114150.jpg,Pitch Perfect,2012,"[35, 10402, 10749]"
82696.jpg,Hope Springs,2012,"[18, 35, 10749]"
77174.jpg,ParaNorman,2012,"[10751, 16, 12, 35]"
77953.jpg,The Campaign,2012,[35]
124471.jpg,Painted Skin: The Resurrection,2012,"[18, 14]"
57214.jpg,Project X,2012,[35]
76487.jpg,The Devil Inside,2012,"[27, 53]"
77877.jpg,The Lucky One,2012,"[18, 10749]"
77866.jpg,Contraband,2012,"[53, 28, 18, 80]"
67660.jpg,Think Like a Man,2012,"[35, 10749]"
89492.jpg,This Is 40,2012,[35]
77883.jpg,The Possession,2012,"[27, 53]"
124157.jpg,The Thieves,2012,"[28, 80]"
82525.jpg,Savages,2012,"[80, 18, 53]"
82507.jpg,Sinister,2012,"[27, 53, 9648]"
75674.jpg,Act of Valor,2012,"[28, 53, 10752]"
62214.jpg,Frankenweenie,2012,"[16, 35, 10751]"
75174.jpg,The Grey,2012,"[28, 12, 18, 53]"
76494.jpg,What to Expect When You're Expecting,2012,"[10749, 35, 18]"
82650.jpg,Diary of a Wimpy Kid: Dog Days,2012,"[35, 10751]"
105210.jpg,Thermae Romae,2012,"[18, 35, 878]"
140607.jpg,Star Wars: The Force Awakens,2015,"[12, 28, 878]"
135397.jpg,Jurassic World,2015,"[28, 12, 878, 53]"
168259.jpg,Furious 7,2015,"[28, 80, 53]"
99861.jpg,Avengers: Age of Ultron,2015,"[28, 12, 878]"
211672.jpg,Minions,2015,"[10751, 16, 12, 35]"
206647.jpg,Spectre,2015,"[28, 12, 53]"
150540.jpg,Inside Out,2015,"[16, 10751, 12, 18, 35]"
177677.jpg,Mission: Impossible - Rogue Nation,2015,"[28, 12]"
131634.jpg,The Hunger Games: Mockingjay - Part 2,2015,"[28, 12, 878]"
286217.jpg,The Martian,2015,"[18, 12, 878]"
216015.jpg,Fifty Shades of Grey,2015,"[18, 10749, 53]"
150689.jpg,Cinderella,2015,"[10749, 14, 10751, 18]"
281957.jpg,The Revenant,2015,"[37, 18, 12]"
102899.jpg,Ant-Man,2015,"[878, 28, 12]"
254128.jpg,San Andreas,2015,"[28, 18, 53]"
159824.jpg,Hotel Transylvania 2,2015,"[16, 35, 10751, 14]"
87101.jpg,Terminator Genisys,2015,"[878, 28, 53, 12]"
207703.jpg,Kingsman: The Secret Service,2015,"[80, 35, 28, 12]"
334298.jpg,Monster Hunt,2015,"[35, 14, 12]"
76341.jpg,Mad Max: Fury Road,2015,"[28, 12, 878]"
228161.jpg,Home,2015,"[14, 35, 16, 878, 10751]"
105864.jpg,The Good Dinosaur,2015,"[12, 16, 10751]"
294254.jpg,Maze Runner: The Scorch Trials,2015,"[878, 28, 53, 12]"
228165.jpg,The SpongeBob Movie: Sponge Out of Water,2015,"[10751, 35, 12, 16]"
262500.jpg,Insurgent,2015,"[28, 878, 53]"
254470.jpg,Pitch Perfect 2,2015,"[35, 10402]"
299824.jpg,Mojin: The Lost Legend,2015,"[28, 12, 14]"
227973.jpg,The Peanuts Movie,2015,"[35, 16, 10751]"
257344.jpg,Pixels,2015,"[28, 35, 878, 14]"
274167.jpg,Daddy's Home,2015,[35]
238713.jpg,Spy,2015,"[28, 35, 80]"
258509.jpg,Alvin and the Chipmunks: The Road Chip,2015,"[10751, 35, 10402, 12, 16]"
362682.jpg,Goodbye Mr. Loser,2015,"[10749, 35]"
214756.jpg,Ted 2,2015,"[35, 14]"
158852.jpg,Tomorrowland,2015,"[12, 10751, 9648, 878]"
253412.jpg,Everest,2015,"[12, 18, 36]"
277216.jpg,Straight Outta Compton,2015,"[18, 10402, 36]"
257211.jpg,The Intern,2015,[35]
76757.jpg,Jupiter Ascending,2015,"[878, 14, 28]"
312221.jpg,Creed,2015,"[28, 18]"
166424.jpg,Fantastic Four,2015,"[28, 12, 878]"
296098.jpg,Bridge of Spies,2015,"[53, 18]"
257445.jpg,Goosebumps,2015,"[12, 27, 35]"
365222.jpg,Ip Man 3,2015,"[28, 18, 36]"
273248.jpg,The Hateful Eight,2015,"[18, 9648, 37]"
256591.jpg,Focus,2015,"[10749, 35, 80]"
351694.jpg,Monkey King: Hero Is Back,2015,"[14, 16, 35]"
348892.jpg,Bajrangi Bhaijaan,2015,"[35, 18, 28]"
274854.jpg,The Last Witch Hunter,2015,"[14, 28, 12, 27]"
271718.jpg,Trainwreck,2015,"[35, 10749]"
357940.jpg,Mr. Six,2015,"[80, 28, 18]"
257088.jpg,Point Break,2015,"[28, 12, 80, 53]"
318846.jpg,The Big Short,2015,"[35, 18]"
266647.jpg,Pan,2015,"[14, 12, 10751, 28]"
373200.jpg,Detective Chinatown,2015,"[35, 9648, 28, 12]"
309302.jpg,Wolf Totem,2015,"[12, 18]"
300168.jpg,Dragon Blade,2015,"[12, 36, 28, 14]"
280092.jpg,Insidious: Chapter 3,2015,"[27, 53]"
264999.jpg,Magic Mike XXL,2015,"[35, 18]"
257091.jpg,Get Hard,2015,[35]
203801.jpg,The Man from U.N.C.L.E.,2015,"[35, 28, 12]"
256961.jpg,Paul Blart: Mall Cop 2,2015,"[28, 35, 10751]"
364324.jpg,Chronicles of the Ghostly Tribe,2015,"[12, 28, 53]"
263109.jpg,Shaun the Sheep Movie,2015,"[10751, 16, 35, 12]"
266294.jpg,Sisters,2015,[35]
296099.jpg,Vacation,2015,[35]
198184.jpg,Chappie,2015,"[80, 28, 878]"
274479.jpg,Joy,2015,"[18, 35]"
261023.jpg,Black Mass,2015,"[18, 80, 36]"
314365.jpg,Spotlight,2015,"[18, 36]"
298312.jpg,The Visit,2015,"[27, 9648, 53]"
309809.jpg,The Little Prince,2015,"[12, 16, 14, 10751]"
291549.jpg,Assassination,2015,"[28, 53, 18]"
243688.jpg,Poltergeist,2015,[27]
205775.jpg,In the Heart of the Sea,2015,"[53, 18, 12, 28, 36]"
412869.jpg,"Yo-kai Watch The Movie 2: Lord Enma and the Stories, Nyan!",2015,"[10751, 16, 12, 35, 14]"
307081.jpg,Southpaw,2015,"[28, 18]"
256040.jpg,Bāhubali: The Beginning,2015,"[28, 12, 14, 18]"
346646.jpg,Veteran,2015,"[28, 80, 35, 53]"
268238.jpg,The Second Best Exotic Marigold Hotel,2015,"[18, 35]"
271110.jpg,Captain America: Civil War,2016,"[12, 28, 878]"
330459.jpg,Rogue One: A Star Wars Story,2016,"[28, 12, 878]"
127380.jpg,Finding Dory,2016,"[12, 16, 35, 10751]"
269149.jpg,Zootopia,2016,"[16, 12, 10751, 35]"
278927.jpg,The Jungle Book,2016,"[10751, 12, 18, 14, 16]"
328111.jpg,The Secret Life of Pets,2016,"[10751, 35, 12, 16]"
209112.jpg,Batman v Superman: Dawn of Justice,2016,"[28, 12, 14]"
259316.jpg,Fantastic Beasts and Where to Find Them,2016,"[14, 12]"
293660.jpg,Deadpool,2016,"[28, 12, 35]"
297761.jpg,Suicide Squad,2016,"[28, 12, 14]"
277834.jpg,Moana,2016,"[12, 35, 10751, 16]"
284052.jpg,Doctor Strange,2016,"[28, 12, 14]"
335797.jpg,Sing,2016,"[10751, 35, 10402, 16]"
381890.jpg,The Mermaid,2016,"[35, 14, 10749]"
246655.jpg,X-Men: Apocalypse,2016,"[28, 12, 878, 14]"
140300.jpg,Kung Fu Panda 3,2016,"[16, 28, 12, 35, 10751]"
313369.jpg,La La Land,2016,"[35, 18, 10749, 10402]"
68735.jpg,Warcraft,2016,"[28, 12, 14]"
324668.jpg,Jason Bourne,2016,"[28, 12, 53]"
278154.jpg,Ice Age: Collision Course,2016,"[12, 16, 10751, 35, 878]"
47933.jpg,Independence Day: Resurgence,2016,"[28, 12, 878]"
372058.jpg,Your Name.,2016,"[16, 10749, 18]"
258489.jpg,The Legend of Tarzan,2016,"[14, 28, 12]"
153518.jpg,The Angry Birds Movie,2016,"[16, 12, 35, 10751]"
136799.jpg,Trolls,2016,"[10751, 16, 14, 12, 35, 10402]"
188927.jpg,Star Trek Beyond,2016,"[28, 12, 878]"
291805.jpg,Now You See Me 2,2016,"[53, 80]"
311324.jpg,The Great Wall,2016,"[28, 12, 14]"
259693.jpg,The Conjuring 2,2016,[27]
